event_id,truck_id,silo_id,assignment_timestamp,detection_timestamp
2315.0,TRK-0036,1.0,2024-11-13 17:23:50,
2316.0,TRK-1049,4.0,2024-01-08 01:14:55,2024-01-08 01:17:55
2317.0,TRK-4356,3.0,,2024-09-11 01:35:26
2318.0,TRK-3150,15.0,2024-08-24 20:06:58,2024-08-24 20:16:58
2319.0,TRK-1035,13.0,2024-11-09 00:57:52,2024-11-09 00:59:52
2320.0,TRK-2466,9.0,2024-06-07 10:19:37,2024-06-07 10:22:37
2321.0,TRK-0267,10.0,2024-08-26 22:46:04,2024-08-26 22:51:04
2322.0,TRK-0459,15.0,2024-08-10 14:06:18,2024-08-10 14:13:18
2323.0,TRK-2436,9.0,2024-09-30 19:48:50,2024-09-30 19:54:50
2324.0,TRK-3673,4.0,2024-06-10 10:37:35,2024-06-10 10:47:35
2325.0,TRK-2941,8.0,,2024-02-08 08:14:42
2326.0,TRK-4916,8.0,2024-10-10 19:37:23,2024-10-10 19:42:23
2327.0,TRK-4808,13.0,2024-10-06 04:03:07,2024-10-06 04:13:07
2328.0,TRK-1232,5.0,2024-10-27 03:21:24,2024-10-27 03:28:24
2329.0,TRK-2683,4.0,2024-03-16 18:51:18,2024-03-16 19:01:18
2330.0,,6.0,2024-02-17 10:41:52,2024-02-17 10:44:52
2331.0,TRK-4390,3.0,2024-05-08 02:51:19,2024-05-08 03:00:19
,TRK-1191,14.0,2024-11-20 20:20:48,2024-11-20 20:25:48
,TRK-4221,14.0,2024-03-04 01:56:40,2024-03-04 02:00:40
2334.0,,15.0,2024-10-02 02:17:04,2024-10-02 02:23:04
2335.0,TRK-1078,10.0,2024-05-08 17:01:36,2024-05-08 17:08:36
,,,,
2337.0,TRK-1513,14.0,2024-03-03 01:25:05,2024-03-03 01:32:05
2338.0,TRK-2992,11.0,2024-09-28 03:03:05,2024-09-28 03:12:05
,,,,
2340.0,TRK-4309,11.0,2024-09-27 10:07:05,2024-09-27 10:10:05
2341.0,TRK-2757,15.0,2024-03-04 03:57:30,2024-03-04 04:04:30
2342.0,TRK-4848,1.0,2024-02-21 17:07:58,2024-02-21 17:12:58
2343.0,TRK-0440,15.0,2024-09-13 13:47:14,
2344.0,TRK-1016,10.0,2024-11-04 01:00:15,2024-11-04 01:08:15
2345.0,TRK-2690,14.0,2024-08-02 15:17:58,2024-08-02 15:23:58
2346.0,TRK-2145,12.0,2024-12-29 07:00:40,2024-12-29 07:10:40
2347.0,TRK-3715,7.0,2024-01-19 15:20:18,2024-01-19 15:23:18
2348.0,,1.0,2024-05-05 23:24:52,2024-05-05 23:30:52
2349.0,TRK-4199,9.0,2024-07-14 10:17:51,2024-07-14 10:23:51
2350.0,TRK-4794,12.0,2024-11-21 05:37:49,2024-11-21 05:40:49
2351.0,TRK-2666,12.0,2024-07-31 22:02:34,2024-07-31 22:04:34
2352.0,TRK-4182,10.0,2024-03-15 23:53:00,2024-03-15 23:57:00
2353.0,TRK-2092,5.0,2024-06-26 02:29:57,2024-06-26 02:37:57
2354.0,TRK-2380,1.0,2024-09-08 15:04:02,2024-09-08 15:09:02
2355.0,TRK-2724,1.0,2024-06-21 20:12:02,2024-06-21 20:21:02
2356.0,,10.0,2024-09-03 23:35:10,2024-09-03 23:42:10
2357.0,TRK-2840,13.0,2024-04-28 02:58:58,2024-04-28 03:05:58
2358.0,TRK-4927,12.0,2024-04-01 06:28:02,2024-04-01 06:33:02
2359.0,TRK-3017,,,2024-05-15 20:52:31
2360.0,TRK-4165,9.0,2024-12-23 18:31:19,2024-12-23 18:34:19
2361.0,TRK-0508,9.0,2024-04-15 06:01:36,2024-04-15 06:05:36
2362.0,TRK-1250,8.0,2024-10-14 10:53:04,2024-10-14 11:02:04
2363.0,TRK-2702,5.0,2024-01-23 05:45:26,2024-01-23 05:54:26
2364.0,TRK-3703,11.0,,2024-09-28 15:22:20
,TRK-4040,5.0,2024-11-26 10:20:27,2024-11-26 10:27:27
2366.0,TRK-4706,14.0,2024-10-03 22:39:14,2024-10-03 22:43:14
2367.0,TRK-3031,5.0,2024-04-28 20:42:33,2024-04-28 20:45:33
2368.0,TRK-1034,4.0,2024-07-11 23:51:13,2024-07-12 00:01:13
2369.0,TRK-3665,3.0,2024-06-06 03:04:11,2024-06-06 03:10:11
2370.0,TRK-4808,,2024-03-08 17:07:23,
,,,,
2372.0,TRK-0316,1.0,2024-05-11 23:44:48,2024-05-11 23:53:48
2373.0,TRK-0509,12.0,2024-10-16 18:38:27,2024-10-16 18:44:27
2374.0,TRK-2712,15.0,2024-12-04 00:23:58,2024-12-04 00:30:58
2375.0,TRK-4914,5.0,2024-09-19 16:09:08,2024-09-19 16:19:08
,,,,
2377.0,TRK-3784,15.0,2024-08-19 09:23:33,2024-08-19 09:29:33
2378.0,TRK-0865,7.0,2024-05-21 09:57:36,2024-05-21 10:05:36
2379.0,TRK-1087,4.0,2024-01-19 03:29:18,2024-01-19 03:36:18
2380.0,TRK-3456,11.0,2024-10-26 15:43:27,2024-10-26 15:52:27
2381.0,TRK-0962,3.0,2024-02-11 08:42:59,2024-02-11 08:49:59
2382.0,TRK-2983,10.0,2024-02-03 18:20:09,2024-02-03 18:25:09
2383.0,TRK-2815,15.0,2024-02-14 23:26:28,2024-02-14 23:28:28
2384.0,TRK-1383,13.0,2024-12-21 05:01:12,2024-12-21 05:10:12
2385.0,TRK-3531,8.0,2024-05-08 00:12:25,2024-05-08 00:18:25
2386.0,TRK-0171,7.0,2024-10-28 11:34:47,2024-10-28 11:40:47
2387.0,TRK-1016,13.0,2024-03-02 19:27:14,2024-03-02 19:31:14
2388.0,TRK-1254,8.0,,2024-11-13 07:43:25
2389.0,TRK-3955,,2024-05-06 01:42:48,2024-05-06 01:49:48
2390.0,TRK-1617,,2024-05-04 00:28:35,2024-05-04 00:31:35
2391.0,TRK-2319,14.0,2024-07-15 17:19:01,2024-07-15 17:26:01
2392.0,TRK-0928,12.0,2024-09-23 08:20:06,2024-09-23 08:25:06
2393.0,TRK-2264,2.0,2024-06-18 02:14:24,2024-06-18 02:23:24
2394.0,TRK-0405,1.0,2024-11-20 05:07:24,2024-11-20 05:14:24
2395.0,TRK-2318,6.0,2024-03-11 12:25:11,2024-03-11 12:32:11
2396.0,TRK-4553,4.0,2024-06-28 19:32:11,2024-06-28 19:38:11
2397.0,TRK-2894,,2024-06-21 22:41:46,2024-06-21 22:48:46
2398.0,TRK-2979,15.0,2024-09-30 10:54:52,2024-09-30 11:02:52
2399.0,TRK-1535,2.0,2024-07-29 23:54:11,2024-07-30 00:02:11
2400.0,TRK-4574,11.0,2024-08-02 10:32:05,2024-08-02 10:37:05
2401.0,TRK-1668,6.0,2024-07-28 01:20:48,2024-07-28 01:29:48
2402.0,TRK-3397,7.0,2024-03-09 19:19:41,2024-03-09 19:29:41
2403.0,TRK-0443,9.0,2024-06-05 01:39:43,2024-06-05 01:46:43
2404.0,TRK-0064,5.0,2024-01-16 16:20:21,2024-01-16 16:23:21
2405.0,TRK-0246,9.0,2024-03-26 20:19:36,2024-03-26 20:27:36
2406.0,TRK-0417,5.0,2024-02-02 00:32:45,2024-02-02 00:37:45
,,,,
2408.0,TRK-3036,15.0,2024-04-17 07:51:55,2024-04-17 07:58:55
2409.0,TRK-3863,9.0,2024-07-25 10:09:53,2024-07-25 10:16:53
2410.0,,,2024-08-16 04:27:57,2024-08-16 04:36:57
2411.0,TRK-4777,4.0,2024-01-08 06:07:10,2024-01-08 06:12:10
2412.0,TRK-3203,9.0,2024-04-02 09:56:47,2024-04-02 10:04:47
2413.0,TRK-0379,13.0,2024-01-08 17:13:15,2024-01-08 17:18:15
,,,,
2415.0,TRK-0296,9.0,2024-12-18 19:36:34,2024-12-18 19:46:34
2416.0,TRK-4147,9.0,2024-05-19 07:44:24,2024-05-19 07:51:24
2417.0,TRK-0201,2.0,2024-11-07 14:21:58,2024-11-07 14:23:58
2418.0,TRK-3020,6.0,2024-12-16 11:03:59,2024-12-16 11:13:59
2419.0,TRK-1614,,2024-07-26 05:56:53,2024-07-26 05:59:53
,,,,
2421.0,TRK-1677,3.0,2024-11-05 17:31:29,2024-11-05 17:33:29
2422.0,TRK-1326,7.0,2024-07-16 02:13:54,2024-07-16 02:19:54
2423.0,TRK-0398,1.0,2024-01-03 17:10:48,2024-01-03 17:15:48
2424.0,TRK-1945,12.0,2024-10-01 10:54:32,2024-10-01 10:59:32
2425.0,TRK-4675,7.0,2024-10-21 20:33:28,2024-10-21 20:38:28
2426.0,TRK-4095,10.0,2024-08-18 07:14:36,2024-08-18 07:16:36
2427.0,TRK-1516,15.0,2024-07-01 20:59:34,2024-07-01 21:01:34
2428.0,TRK-1935,9.0,2024-02-15 17:21:00,2024-02-15 17:31:00
2429.0,TRK-3667,9.0,2024-11-20 23:15:43,2024-11-20 23:19:43
2430.0,TRK-0515,9.0,2024-07-30 02:25:35,2024-07-30 02:35:35
2431.0,TRK-1731,9.0,2024-06-16 16:21:17,2024-06-16 16:27:17
2432.0,TRK-2322,8.0,2024-01-27 04:16:42,2024-01-27 04:26:42
2433.0,TRK-0814,13.0,2024-11-06 09:45:40,2024-11-06 09:53:40
2434.0,TRK-3710,7.0,2024-12-11 04:39:12,2024-12-11 04:47:12
2435.0,TRK-2036,12.0,2024-11-25 22:20:21,2024-11-25 22:26:21
2436.0,TRK-1107,12.0,2024-11-23 13:00:28,2024-11-23 13:02:28
2437.0,TRK-4454,4.0,2024-04-30 04:43:58,2024-04-30 04:49:58
2438.0,TRK-4199,12.0,2024-11-17 02:29:44,2024-11-17 02:32:44
2439.0,TRK-1521,5.0,2024-12-15 22:46:51,2024-12-15 22:50:51
2440.0,TRK-3316,7.0,2024-02-20 23:18:15,2024-02-20 23:24:15
,TRK-3939,5.0,2024-03-10 03:55:38,2024-03-10 03:59:38
2442.0,TRK-3384,5.0,2024-08-24 13:42:36,2024-08-24 13:48:36
2443.0,TRK-0246,5.0,2024-12-12 18:11:05,2024-12-12 18:20:05
2444.0,TRK-4578,4.0,2024-03-26 12:16:32,2024-03-26 12:20:32
2445.0,TRK-4055,10.0,2024-05-22 21:47:11,2024-05-22 21:55:11
2446.0,TRK-3330,4.0,,2024-09-29 20:05:38
2447.0,TRK-4866,13.0,2024-05-07 13:37:31,2024-05-07 13:44:31
2448.0,TRK-4246,2.0,2024-09-25 19:10:45,2024-09-25 19:20:45
2449.0,TRK-3887,8.0,2024-10-25 07:50:16,2024-10-25 07:56:16
2450.0,TRK-2234,10.0,2024-04-24 13:45:15,2024-04-24 13:49:15
2451.0,TRK-2549,7.0,2024-09-13 14:38:40,2024-09-13 14:48:40
2452.0,TRK-3653,11.0,2024-10-10 19:53:53,2024-10-10 19:56:53
2453.0,TRK-2507,15.0,2024-05-21 13:03:48,2024-05-21 13:09:48
2454.0,,14.0,2024-08-19 13:31:13,2024-08-19 13:36:13
2455.0,TRK-4662,10.0,2024-12-07 11:29:55,2024-12-07 11:36:55
2456.0,TRK-2043,2.0,2024-03-11 07:28:38,2024-03-11 07:35:38
2457.0,TRK-2706,13.0,2024-01-18 13:15:11,2024-01-18 13:23:11
2458.0,TRK-3305,5.0,2024-05-06 14:24:00,2024-05-06 14:28:00
2459.0,TRK-1606,10.0,2024-10-13 00:13:56,2024-10-13 00:19:56
2460.0,TRK-0084,3.0,2024-11-04 03:30:18,2024-11-04 03:38:18
2461.0,TRK-4779,13.0,2024-05-16 22:41:52,
2462.0,TRK-4551,10.0,2024-08-06 20:29:18,2024-08-06 20:37:18
2463.0,TRK-2198,13.0,2024-06-06 23:19:34,2024-06-06 23:27:34
2464.0,TRK-3199,7.0,2024-06-21 00:38:12,2024-06-21 00:48:12
2465.0,TRK-0524,15.0,2024-05-04 17:34:10,2024-05-04 17:37:10
2466.0,TRK-4406,3.0,2024-06-21 18:55:48,2024-06-21 18:59:48
2467.0,TRK-4724,13.0,2024-07-11 14:21:34,2024-07-11 14:25:34
2468.0,TRK-1991,11.0,2024-08-20 20:31:52,2024-08-20 20:35:52
2469.0,TRK-2182,7.0,2024-08-23 20:08:15,2024-08-23 20:18:15
2470.0,TRK-4020,3.0,2024-11-27 02:42:42,2024-11-27 02:46:42
2471.0,TRK-0430,4.0,2024-02-04 06:40:25,2024-02-04 06:49:25
2472.0,TRK-1703,4.0,2024-02-11 13:04:37,2024-02-11 13:13:37
2473.0,TRK-4572,13.0,2024-09-21 07:49:58,2024-09-21 07:55:58
2474.0,TRK-0437,7.0,2024-03-14 03:42:24,2024-03-14 03:45:24
2475.0,TRK-1670,9.0,2024-10-31 23:06:08,2024-10-31 23:14:08
,TRK-4030,15.0,2024-06-23 10:58:05,2024-06-23 11:04:05
2477.0,TRK-4267,6.0,2024-08-18 01:42:02,2024-08-18 01:51:02
2478.0,TRK-4108,4.0,2024-11-05 17:03:41,2024-11-05 17:05:41
2479.0,TRK-2175,13.0,,2024-07-31 22:11:43
2480.0,TRK-2686,10.0,2024-03-27 19:10:04,2024-03-27 19:18:04
2481.0,TRK-2667,11.0,2024-01-08 02:46:05,2024-01-08 02:55:05
2482.0,TRK-3272,,2024-10-02 05:00:52,2024-10-02 05:07:52
2483.0,TRK-3772,9.0,2024-04-28 15:00:06,2024-04-28 15:08:06
2484.0,TRK-4601,11.0,2024-10-21 14:37:42,2024-10-21 14:39:42
2485.0,TRK-0444,,2024-05-08 16:28:58,2024-05-08 16:35:58
2486.0,TRK-2764,2.0,2024-06-30 15:36:52,2024-06-30 15:40:52
2487.0,TRK-3241,11.0,2024-06-08 21:06:33,2024-06-08 21:15:33
2488.0,TRK-3477,5.0,2024-02-25 10:57:19,2024-02-25 11:03:19
2489.0,TRK-4929,5.0,2024-06-20 17:09:16,2024-06-20 17:14:16
2490.0,TRK-3394,15.0,2024-12-05 10:43:40,2024-12-05 10:48:40
2491.0,TRK-1357,8.0,2024-04-07 03:13:57,2024-04-07 03:15:57
2492.0,TRK-3012,7.0,2024-05-06 06:30:37,2024-05-06 06:33:37
2493.0,TRK-2092,7.0,2024-10-24 21:27:51,2024-10-24 21:34:51
2494.0,TRK-1581,15.0,2024-12-03 02:10:45,2024-12-03 02:16:45
2495.0,TRK-2075,3.0,,2024-09-22 04:27:29
2496.0,TRK-0504,5.0,2024-02-10 10:05:42,2024-02-10 10:09:42
2497.0,TRK-0720,11.0,2024-02-04 02:00:42,2024-02-04 02:10:42
2498.0,TRK-3534,8.0,2024-05-31 02:15:06,2024-05-31 02:21:06
2499.0,TRK-3735,12.0,2024-01-01 05:14:29,2024-01-01 05:17:29
2500.0,TRK-3021,3.0,2024-08-01 09:38:21,2024-08-01 09:40:21
2501.0,TRK-2045,,2024-08-09 08:39:52,2024-08-09 08:42:52
,,,,
2503.0,TRK-2848,11.0,2024-11-25 16:01:31,2024-11-25 16:03:31
2504.0,TRK-2788,7.0,2024-05-18 12:10:21,2024-05-18 12:17:21
2505.0,TRK-0830,4.0,2024-07-25 01:36:53,2024-07-25 01:41:53
2506.0,TRK-2594,15.0,2024-08-09 12:53:14,2024-08-09 13:03:14
2507.0,TRK-2618,1.0,2024-06-29 11:49:43,2024-06-29 11:59:43
2508.0,TRK-0718,11.0,2024-12-20 00:23:22,2024-12-20 00:29:22
2509.0,TRK-1537,15.0,2024-01-16 03:16:53,2024-01-16 03:20:53
2510.0,TRK-1523,12.0,2024-11-05 21:49:33,2024-11-05 21:59:33
2511.0,TRK-3898,15.0,2024-10-20 19:12:32,2024-10-20 19:20:32
2512.0,TRK-3365,12.0,2024-02-12 08:13:50,2024-02-12 08:18:50
2513.0,TRK-1526,14.0,2024-12-07 01:21:58,2024-12-07 01:30:58
2514.0,TRK-4842,12.0,2024-05-15 09:28:19,2024-05-15 09:30:19
2515.0,TRK-2287,3.0,2024-09-13 01:05:54,2024-09-13 01:10:54
2516.0,TRK-1675,9.0,2024-12-26 13:00:10,2024-12-26 13:03:10
2517.0,TRK-0013,,2024-03-06 04:49:04,2024-03-06 04:51:04
2518.0,TRK-4141,10.0,2024-03-11 12:01:12,2024-03-11 12:04:12
2519.0,TRK-4023,1.0,2024-02-15 03:51:40,2024-02-15 03:53:40
2520.0,TRK-2979,3.0,2024-10-28 14:19:17,2024-10-28 14:23:17
2521.0,TRK-4941,2.0,2024-03-20 15:43:36,2024-03-20 15:53:36
2522.0,TRK-2190,,2024-03-19 05:20:51,2024-03-19 05:29:51
2523.0,TRK-2421,10.0,2024-05-27 03:45:00,2024-05-27 03:53:00
2524.0,TRK-2965,10.0,2024-10-02 11:20:26,2024-10-02 11:22:26
,TRK-2735,14.0,2024-07-21 14:29:01,2024-07-21 14:33:01
2526.0,TRK-3876,1.0,2024-08-19 02:51:08,2024-08-19 02:55:08
2527.0,TRK-2879,10.0,2024-10-28 16:47:15,2024-10-28 16:55:15
2528.0,TRK-0784,,2024-05-26 00:12:38,2024-05-26 00:18:38
2529.0,TRK-1766,,2024-01-24 14:35:03,2024-01-24 14:45:03
2530.0,TRK-1588,1.0,2024-01-04 00:21:02,2024-01-04 00:27:02
2531.0,TRK-0052,11.0,2024-12-21 12:16:12,2024-12-21 12:25:12
2532.0,TRK-3926,12.0,2024-07-18 14:59:38,
2533.0,TRK-1012,4.0,2024-03-17 00:35:32,2024-03-17 00:37:32
2534.0,TRK-3508,2.0,2024-04-15 17:58:10,2024-04-15 18:00:10
2535.0,TRK-4878,13.0,2024-06-27 01:35:21,2024-06-27 01:39:21
2536.0,TRK-1147,2.0,2024-06-17 00:20:17,2024-06-17 00:28:17
2537.0,TRK-4504,10.0,2024-09-21 09:07:52,2024-09-21 09:16:52
2538.0,TRK-2356,6.0,2024-10-17 14:58:20,2024-10-17 15:03:20
2539.0,TRK-3768,2.0,2024-01-28 07:41:26,2024-01-28 07:47:26
2540.0,TRK-3662,4.0,2024-02-20 10:47:58,2024-02-20 10:51:58
2541.0,TRK-0359,5.0,2024-09-17 19:56:34,
2542.0,TRK-0678,10.0,2024-07-16 03:03:23,2024-07-16 03:07:23
2543.0,TRK-3633,5.0,2024-09-03 20:24:22,2024-09-03 20:29:22
2544.0,TRK-0713,3.0,2024-08-12 09:10:46,2024-08-12 09:18:46
2545.0,TRK-3482,7.0,2024-12-10 21:53:54,2024-12-10 22:00:54
2546.0,TRK-3262,14.0,2024-07-19 11:28:22,2024-07-19 11:30:22
2547.0,,4.0,2024-08-15 20:32:52,2024-08-15 20:37:52
2548.0,,2.0,2024-08-27 18:50:33,2024-08-27 18:58:33
2549.0,TRK-2915,6.0,2024-10-07 05:02:03,2024-10-07 05:12:03
2550.0,TRK-0182,7.0,2024-03-29 06:24:54,2024-03-29 06:28:54
2551.0,TRK-2053,8.0,2024-01-03 17:32:50,2024-01-03 17:39:50
2552.0,TRK-2718,6.0,2024-09-23 17:59:27,2024-09-23 18:03:27
2553.0,TRK-3449,8.0,2024-12-23 13:22:32,2024-12-23 13:26:32
,,,,
2555.0,TRK-3320,11.0,2024-04-19 00:54:12,2024-04-19 01:03:12
2556.0,TRK-0471,3.0,2024-05-31 14:56:23,
2557.0,TRK-2573,2.0,2024-12-16 11:56:44,2024-12-16 11:58:44
2558.0,TRK-0064,15.0,2024-02-11 02:22:57,2024-02-11 02:29:57
2559.0,TRK-3577,9.0,2024-10-14 13:42:50,2024-10-14 13:51:50
2560.0,TRK-0342,7.0,2024-02-15 08:57:10,2024-02-15 08:59:10
2561.0,TRK-2615,8.0,2024-10-17 09:04:45,2024-10-17 09:07:45
2562.0,TRK-0582,3.0,2024-04-05 16:46:14,2024-04-05 16:49:14
2563.0,TRK-4281,2.0,2024-10-10 16:57:51,2024-10-10 17:05:51
2564.0,TRK-3717,14.0,2024-11-21 02:21:06,2024-11-21 02:26:06
2565.0,TRK-1477,4.0,2024-08-10 05:42:34,2024-08-10 05:49:34
2566.0,TRK-1538,10.0,2024-08-22 16:27:54,2024-08-22 16:32:54
2567.0,TRK-1896,1.0,2024-10-20 06:03:17,2024-10-20 06:10:17
2568.0,TRK-2234,9.0,2024-09-05 04:23:18,2024-09-05 04:29:18
,TRK-4774,12.0,2024-07-05 02:08:08,2024-07-05 02:15:08
2570.0,TRK-0671,14.0,2024-08-12 04:58:33,2024-08-12 05:06:33
,TRK-2711,8.0,2024-12-09 06:08:34,2024-12-09 06:10:34
2572.0,TRK-3624,10.0,2024-11-30 02:34:38,2024-11-30 02:40:38
2573.0,TRK-1543,3.0,2024-11-24 09:56:36,2024-11-24 09:59:36
2574.0,TRK-4326,4.0,2024-08-18 20:09:14,2024-08-18 20:11:14
2575.0,TRK-1212,5.0,2024-02-19 04:25:28,2024-02-19 04:29:28
2576.0,TRK-3244,11.0,2024-06-30 04:29:22,2024-06-30 04:35:22
,TRK-3378,12.0,2024-02-10 19:54:22,2024-02-10 20:04:22
2578.0,TRK-2739,11.0,2024-09-02 23:43:37,
2579.0,TRK-0905,10.0,2024-12-17 23:54:55,2024-12-17 23:56:55
2580.0,TRK-1169,12.0,2024-12-26 19:05:48,2024-12-26 19:07:48
2581.0,TRK-2496,2.0,2024-05-07 12:32:06,2024-05-07 12:35:06
2582.0,TRK-2646,,2024-09-27 06:33:12,2024-09-27 06:39:12
2583.0,TRK-4460,9.0,2024-06-01 23:51:17,2024-06-01 23:53:17
2584.0,TRK-2590,2.0,2024-12-29 03:12:58,2024-12-29 03:14:58
2585.0,TRK-4971,4.0,2024-01-19 21:20:41,2024-01-19 21:25:41
2586.0,TRK-2331,7.0,,2024-12-20 07:58:40
2587.0,TRK-2031,4.0,2024-10-31 03:26:51,2024-10-31 03:34:51
2588.0,TRK-1664,13.0,2024-11-28 13:18:05,2024-11-28 13:23:05
2589.0,TRK-0054,6.0,2024-11-25 16:56:25,2024-11-25 17:05:25
2590.0,TRK-3018,12.0,2024-03-26 13:35:37,2024-03-26 13:41:37
,,,,
2592.0,,10.0,2024-07-21 06:51:57,2024-07-21 07:01:57
2593.0,TRK-2309,2.0,2024-09-19 19:51:02,2024-09-19 19:59:02
2594.0,TRK-2159,4.0,2024-07-07 15:31:05,2024-07-07 15:40:05
2595.0,TRK-3678,1.0,2024-10-17 13:26:01,2024-10-17 13:30:01
2596.0,TRK-0786,13.0,2024-07-29 02:30:53,2024-07-29 02:39:53
2597.0,TRK-0088,,2024-12-08 12:09:58,2024-12-08 12:15:58
,TRK-3612,1.0,2024-07-20 13:53:12,2024-07-20 13:56:12
2599.0,TRK-1507,6.0,2024-09-19 18:36:45,2024-09-19 18:40:45
2600.0,TRK-4521,15.0,2024-05-17 00:00:57,2024-05-17 00:05:57
,,,,
2602.0,TRK-0759,8.0,2024-11-17 20:19:04,2024-11-17 20:29:04
2603.0,TRK-3065,7.0,2024-02-26 12:28:24,2024-02-26 12:38:24
2604.0,,8.0,2024-07-18 08:53:57,2024-07-18 09:01:57
2605.0,TRK-4958,8.0,,2024-05-21 22:46:41
2606.0,TRK-0302,6.0,2024-10-12 00:15:38,2024-10-12 00:18:38
2607.0,TRK-4044,12.0,2024-09-06 14:28:36,2024-09-06 14:33:36
2608.0,TRK-4611,4.0,,2024-08-05 19:16:06
2609.0,TRK-0567,1.0,2024-11-30 07:03:13,2024-11-30 07:10:13
2610.0,TRK-2975,15.0,2024-08-26 18:04:03,2024-08-26 18:07:03
2611.0,TRK-3101,10.0,2024-07-17 21:08:05,2024-07-17 21:18:05
2612.0,TRK-1550,4.0,2024-06-03 00:14:40,2024-06-03 00:17:40
2613.0,TRK-3999,10.0,2024-07-18 01:07:17,2024-07-18 01:12:17
2614.0,TRK-3079,5.0,2024-09-10 04:43:05,2024-09-10 04:52:05
2615.0,TRK-0229,9.0,2024-02-10 17:51:49,2024-02-10 17:57:49
,,,,
2617.0,TRK-2871,12.0,2024-10-27 04:35:05,2024-10-27 04:41:05
2618.0,TRK-2908,14.0,2024-10-24 20:51:25,2024-10-24 20:55:25
2619.0,TRK-2737,10.0,2024-04-10 06:37:23,2024-04-10 06:42:23
,TRK-3020,8.0,2024-10-28 08:18:24,2024-10-28 08:20:24
2621.0,TRK-4076,14.0,2024-04-01 04:58:47,2024-04-01 05:06:47
2622.0,TRK-3021,1.0,2024-08-11 10:56:02,2024-08-11 11:02:02
2623.0,TRK-3211,3.0,2024-06-30 12:35:31,2024-06-30 12:37:31
2624.0,TRK-3842,9.0,2024-06-02 18:17:42,2024-06-02 18:24:42
2625.0,TRK-3485,3.0,2024-09-27 13:29:47,2024-09-27 13:33:47
2626.0,,2.0,2024-04-04 06:14:47,2024-04-04 06:18:47
2627.0,TRK-3365,1.0,2024-01-20 20:44:54,2024-01-20 20:48:54
2628.0,TRK-3138,13.0,2024-10-03 10:07:25,2024-10-03 10:10:25
2629.0,TRK-0994,9.0,2024-12-19 03:55:16,2024-12-19 04:03:16
2630.0,TRK-4199,14.0,2024-12-14 04:24:20,2024-12-14 04:26:20
2631.0,TRK-0963,1.0,2024-08-08 18:33:04,2024-08-08 18:38:04
,TRK-3572,14.0,2024-01-04 07:43:08,2024-01-04 07:45:08
2633.0,TRK-4814,11.0,2024-09-07 12:18:02,2024-09-07 12:21:02
2634.0,TRK-4830,5.0,2024-01-02 13:57:41,2024-01-02 13:59:41
2635.0,TRK-4553,2.0,2024-07-01 15:10:40,2024-07-01 15:19:40
2636.0,TRK-0402,1.0,2024-04-02 02:58:31,2024-04-02 03:03:31
,TRK-1114,8.0,2024-07-11 19:10:11,2024-07-11 19:18:11
2638.0,TRK-1377,,2024-08-16 02:49:47,2024-08-16 02:51:47
2639.0,TRK-2824,15.0,2024-04-20 12:21:29,2024-04-20 12:31:29
2640.0,TRK-3784,8.0,,2024-08-27 00:48:25
2641.0,TRK-4062,,2024-08-14 04:17:27,2024-08-14 04:19:27
2642.0,TRK-0694,5.0,2024-08-25 13:38:19,2024-08-25 13:47:19
2643.0,TRK-1099,12.0,2024-11-25 23:20:31,2024-11-25 23:28:31
2644.0,TRK-4150,3.0,2024-10-31 01:40:39,2024-10-31 01:43:39
2645.0,TRK-0862,10.0,2024-10-09 17:26:20,2024-10-09 17:33:20
2646.0,TRK-3497,11.0,,2024-09-10 18:56:44
2647.0,TRK-2507,,2024-11-15 22:57:20,2024-11-15 22:59:20
2648.0,TRK-4022,8.0,2024-04-25 10:00:04,2024-04-25 10:05:04
2649.0,TRK-2605,10.0,2024-10-30 15:13:08,2024-10-30 15:20:08
2650.0,TRK-3198,12.0,2024-04-17 10:57:57,2024-04-17 11:00:57
2651.0,TRK-4857,14.0,2024-05-01 09:57:00,2024-05-01 10:01:00
2652.0,TRK-1224,1.0,2024-06-28 15:19:23,2024-06-28 15:26:23
2653.0,TRK-0985,4.0,2024-09-22 15:15:30,2024-09-22 15:22:30
2654.0,TRK-3288,4.0,2024-12-15 18:42:48,2024-12-15 18:51:48
2655.0,TRK-2313,12.0,2024-09-06 13:11:18,2024-09-06 13:21:18
2656.0,TRK-4996,3.0,2024-09-13 02:29:49,2024-09-13 02:36:49
2657.0,TRK-0368,1.0,2024-04-08 02:52:44,2024-04-08 03:01:44
2658.0,TRK-2924,2.0,2024-12-03 16:46:39,2024-12-03 16:54:39
2659.0,TRK-3826,12.0,2024-11-06 16:16:09,2024-11-06 16:22:09
2660.0,TRK-4301,7.0,2024-04-30 06:40:37,2024-04-30 06:49:37
2661.0,,6.0,2024-04-17 14:47:40,2024-04-17 14:57:40
2662.0,TRK-0989,9.0,2024-02-12 20:15:02,2024-02-12 20:19:02
2663.0,TRK-0926,8.0,2024-11-26 02:33:54,2024-11-26 02:42:54
2664.0,,9.0,2024-01-17 18:47:30,2024-01-17 18:56:30
2665.0,,8.0,2024-06-24 12:00:30,2024-06-24 12:09:30
2666.0,TRK-4975,4.0,2024-06-05 12:09:27,2024-06-05 12:16:27
2667.0,TRK-2729,11.0,2024-08-13 20:15:22,2024-08-13 20:25:22
